instance,master,x_um,y_um,width_um,height_um,category
FILLER_29_277,sg13g2_decap_8,135.84,113.4,3.36,3.78,Physical-only cells
FILLER_29_284,sg13g2_decap_8,139.2,113.4,3.36,3.78,Physical-only cells
FILLER_29_291,sg13g2_decap_4,142.56,113.4,1.92,3.78,Physical-only cells
FILLER_29_295,sg13g2_fill_1,144.48,113.4,0.48,3.78,Physical-only cells
FILLER_29_337,sg13g2_fill_1,164.64,113.4,0.48,3.78,Physical-only cells
FILLER_29_366,sg13g2_decap_4,178.56,113.4,1.92,3.78,Physical-only cells
FILLER_29_370,sg13g2_fill_2,180.48,113.4,0.96,3.78,Physical-only cells
FILLER_29_376,sg13g2_decap_8,183.36,113.4,3.36,3.78,Physical-only cells
FILLER_29_383,sg13g2_fill_1,186.72,113.4,0.48,3.78,Physical-only cells
FILLER_29_7,sg13g2_decap_4,6.24,113.4,1.92,3.78,Physical-only cells
FILLER_2_0,sg13g2_decap_8,2.88,11.34,3.36,3.78,Physical-only cells
FILLER_2_109,sg13g2_fill_2,55.2,11.34,0.96,3.78,Physical-only cells
FILLER_2_14,sg13g2_decap_8,9.6,11.34,3.36,3.78,Physical-only cells
FILLER_2_141,sg13g2_decap_4,70.56,11.34,1.92,3.78,Physical-only cells
FILLER_2_145,sg13g2_fill_1,72.48,11.34,0.48,3.78,Physical-only cells
FILLER_2_150,sg13g2_decap_8,74.88,11.34,3.36,3.78,Physical-only cells
FILLER_2_157,sg13g2_decap_4,78.24,11.34,1.92,3.78,Physical-only cells
FILLER_2_161,sg13g2_fill_1,80.16,11.34,0.48,3.78,Physical-only cells
FILLER_2_185,sg13g2_fill_2,91.68,11.34,0.96,3.78,Physical-only cells
FILLER_2_21,sg13g2_decap_8,12.96,11.34,3.36,3.78,Physical-only cells
FILLER_2_211,sg13g2_decap_8,104.16,11.34,3.36,3.78,Physical-only cells
FILLER_2_218,sg13g2_fill_2,107.52,11.34,0.96,3.78,Physical-only cells
FILLER_2_220,sg13g2_fill_1,108.48,11.34,0.48,3.78,Physical-only cells
FILLER_2_231,sg13g2_decap_8,113.76,11.34,3.36,3.78,Physical-only cells
FILLER_2_258,sg13g2_fill_2,126.72,11.34,0.96,3.78,Physical-only cells
FILLER_2_28,sg13g2_decap_8,16.32,11.34,3.36,3.78,Physical-only cells
FILLER_2_281,sg13g2_fill_2,137.76,11.34,0.96,3.78,Physical-only cells
FILLER_2_298,sg13g2_decap_4,145.92,11.34,1.92,3.78,Physical-only cells
FILLER_2_302,sg13g2_fill_1,147.84,11.34,0.48,3.78,Physical-only cells
FILLER_2_318,sg13g2_decap_4,155.52,11.34,1.92,3.78,Physical-only cells
FILLER_2_322,sg13g2_fill_1,157.44,11.34,0.48,3.78,Physical-only cells
FILLER_2_332,sg13g2_decap_8,162.24,11.34,3.36,3.78,Physical-only cells
FILLER_2_339,sg13g2_fill_1,165.6,11.34,0.48,3.78,Physical-only cells
FILLER_2_35,sg13g2_decap_8,19.68,11.34,3.36,3.78,Physical-only cells
FILLER_2_352,sg13g2_decap_8,171.84,11.34,3.36,3.78,Physical-only cells
FILLER_2_359,sg13g2_fill_2,175.2,11.34,0.96,3.78,Physical-only cells
FILLER_2_364,sg13g2_fill_1,177.6,11.34,0.48,3.78,Physical-only cells
FILLER_2_368,sg13g2_decap_8,179.52,11.34,3.36,3.78,Physical-only cells
FILLER_2_375,sg13g2_decap_8,182.88,11.34,3.36,3.78,Physical-only cells
FILLER_2_382,sg13g2_decap_8,186.24,11.34,3.36,3.78,Physical-only cells
FILLER_2_389,sg13g2_decap_8,189.6,11.34,3.36,3.78,Physical-only cells
FILLER_2_396,sg13g2_decap_8,192.96,11.34,3.36,3.78,Physical-only cells
FILLER_2_403,sg13g2_decap_4,196.32,11.34,1.92,3.78,Physical-only cells
FILLER_2_407,sg13g2_fill_2,198.24,11.34,0.96,3.78,Physical-only cells
FILLER_2_42,sg13g2_decap_8,23.04,11.34,3.36,3.78,Physical-only cells
FILLER_2_49,sg13g2_decap_8,26.4,11.34,3.36,3.78,Physical-only cells
FILLER_2_7,sg13g2_decap_8,6.24,11.34,3.36,3.78,Physical-only cells
FILLER_2_84,sg13g2_decap_4,43.2,11.34,1.92,3.78,Physical-only cells
FILLER_2_97,sg13g2_decap_8,49.44,11.34,3.36,3.78,Physical-only cells
FILLER_30_121,sg13g2_fill_2,60.96,117.18,0.96,3.78,Physical-only cells
FILLER_30_131,sg13g2_decap_8,65.76,117.18,3.36,3.78,Physical-only cells
FILLER_30_138,sg13g2_decap_4,69.12,117.18,1.92,3.78,Physical-only cells
FILLER_30_157,sg13g2_fill_2,78.24,117.18,0.96,3.78,Physical-only cells
FILLER_30_163,sg13g2_fill_1,81.12,117.18,0.48,3.78,Physical-only cells
FILLER_30_221,sg13g2_fill_1,108.96,117.18,0.48,3.78,Physical-only cells
FILLER_30_233,sg13g2_decap_8,114.72,117.18,3.36,3.78,Physical-only cells
FILLER_30_240,sg13g2_fill_2,118.08,117.18,0.96,3.78,Physical-only cells
FILLER_30_242,sg13g2_fill_1,119.04,117.18,0.48,3.78,Physical-only cells
FILLER_30_249,sg13g2_fill_1,122.4,117.18,0.48,3.78,Physical-only cells
FILLER_30_277,sg13g2_decap_4,135.84,117.18,1.92,3.78,Physical-only cells
FILLER_30_284,sg13g2_decap_8,139.2,117.18,3.36,3.78,Physical-only cells
FILLER_30_291,sg13g2_fill_1,142.56,117.18,0.48,3.78,Physical-only cells
FILLER_30_311,sg13g2_fill_2,152.16,117.18,0.96,3.78,Physical-only cells
FILLER_30_313,sg13g2_fill_1,153.12,117.18,0.48,3.78,Physical-only cells
FILLER_30_341,sg13g2_fill_2,166.56,117.18,0.96,3.78,Physical-only cells
FILLER_30_349,sg13g2_fill_1,170.4,117.18,0.48,3.78,Physical-only cells
FILLER_30_360,sg13g2_decap_4,175.68,117.18,1.92,3.78,Physical-only cells
FILLER_30_364,sg13g2_fill_2,177.6,117.18,0.96,3.78,Physical-only cells
FILLER_30_381,sg13g2_decap_4,185.76,117.18,1.92,3.78,Physical-only cells
FILLER_30_385,sg13g2_fill_1,187.68,117.18,0.48,3.78,Physical-only cells
FILLER_30_396,sg13g2_fill_2,192.96,117.18,0.96,3.78,Physical-only cells
FILLER_30_404,sg13g2_decap_4,196.8,117.18,1.92,3.78,Physical-only cells
FILLER_30_408,sg13g2_fill_1,198.72,117.18,0.48,3.78,Physical-only cells
FILLER_30_41,sg13g2_decap_8,22.56,117.18,3.36,3.78,Physical-only cells
FILLER_30_48,sg13g2_decap_8,25.92,117.18,3.36,3.78,Physical-only cells
FILLER_30_55,sg13g2_fill_2,29.28,117.18,0.96,3.78,Physical-only cells
FILLER_30_57,sg13g2_fill_1,30.24,117.18,0.48,3.78,Physical-only cells
FILLER_30_71,sg13g2_fill_2,36.96,117.18,0.96,3.78,Physical-only cells
FILLER_31_0,sg13g2_decap_8,2.88,120.96,3.36,3.78,Physical-only cells
FILLER_31_107,sg13g2_decap_4,54.24,120.96,1.92,3.78,Physical-only cells
FILLER_31_123,sg13g2_fill_2,61.92,120.96,0.96,3.78,Physical-only cells
FILLER_31_125,sg13g2_fill_1,62.88,120.96,0.48,3.78,Physical-only cells
FILLER_31_132,sg13g2_fill_2,66.24,120.96,0.96,3.78,Physical-only cells
FILLER_31_14,sg13g2_decap_4,9.6,120.96,1.92,3.78,Physical-only cells
FILLER_31_140,sg13g2_fill_2,70.08,120.96,0.96,3.78,Physical-only cells
FILLER_31_142,sg13g2_fill_1,71.04,120.96,0.48,3.78,Physical-only cells
FILLER_31_146,sg13g2_decap_8,72.96,120.96,3.36,3.78,Physical-only cells
FILLER_31_153,sg13g2_decap_8,76.32,120.96,3.36,3.78,Physical-only cells
FILLER_31_160,sg13g2_fill_2,79.68,120.96,0.96,3.78,Physical-only cells
FILLER_31_174,sg13g2_fill_2,86.4,120.96,0.96,3.78,Physical-only cells
FILLER_31_182,sg13g2_fill_1,90.24,120.96,0.48,3.78,Physical-only cells
FILLER_31_194,sg13g2_decap_4,96.0,120.96,1.92,3.78,Physical-only cells
FILLER_31_198,sg13g2_fill_1,97.92,120.96,0.48,3.78,Physical-only cells
FILLER_31_202,sg13g2_decap_8,99.84,120.96,3.36,3.78,Physical-only cells
FILLER_31_209,sg13g2_decap_8,103.2,120.96,3.36,3.78,Physical-only cells
FILLER_31_216,sg13g2_decap_8,106.56,120.96,3.36,3.78,Physical-only cells
FILLER_31_234,sg13g2_decap_8,115.2,120.96,3.36,3.78,Physical-only cells
FILLER_31_241,sg13g2_decap_4,118.56,120.96,1.92,3.78,Physical-only cells
FILLER_31_245,sg13g2_fill_1,120.48,120.96,0.48,3.78,Physical-only cells
FILLER_31_252,sg13g2_fill_2,123.84,120.96,0.96,3.78,Physical-only cells
FILLER_31_254,sg13g2_fill_1,124.8,120.96,0.48,3.78,Physical-only cells
FILLER_31_258,sg13g2_fill_2,126.72,120.96,0.96,3.78,Physical-only cells
FILLER_31_26,sg13g2_fill_2,15.36,120.96,0.96,3.78,Physical-only cells
FILLER_31_301,sg13g2_fill_2,147.36,120.96,0.96,3.78,Physical-only cells
FILLER_31_303,sg13g2_fill_1,148.32,120.96,0.48,3.78,Physical-only cells
FILLER_31_317,sg13g2_fill_1,155.04,120.96,0.48,3.78,Physical-only cells
FILLER_31_328,sg13g2_decap_8,160.32,120.96,3.36,3.78,Physical-only cells
FILLER_31_335,sg13g2_fill_1,163.68,120.96,0.48,3.78,Physical-only cells
FILLER_31_352,sg13g2_decap_4,171.84,120.96,1.92,3.78,Physical-only cells
FILLER_31_356,sg13g2_fill_2,173.76,120.96,0.96,3.78,Physical-only cells
FILLER_31_377,sg13g2_decap_8,183.84,120.96,3.36,3.78,Physical-only cells
FILLER_31_384,sg13g2_decap_4,187.2,120.96,1.92,3.78,Physical-only cells
FILLER_31_407,sg13g2_fill_2,198.24,120.96,0.96,3.78,Physical-only cells
FILLER_31_60,sg13g2_decap_8,31.68,120.96,3.36,3.78,Physical-only cells
FILLER_31_7,sg13g2_decap_8,6.24,120.96,3.36,3.78,Physical-only cells
FILLER_32_116,sg13g2_decap_8,58.56,124.74,3.36,3.78,Physical-only cells
FILLER_32_123,sg13g2_decap_4,61.92,124.74,1.92,3.78,Physical-only cells
FILLER_32_127,sg13g2_fill_2,63.84,124.74,0.96,3.78,Physical-only cells
FILLER_32_186,sg13g2_fill_2,92.16,124.74,0.96,3.78,Physical-only cells
FILLER_32_188,sg13g2_fill_1,93.12,124.74,0.48,3.78,Physical-only cells
FILLER_32_222,sg13g2_decap_8,109.44,124.74,3.36,3.78,Physical-only cells
FILLER_32_229,sg13g2_fill_2,112.8,124.74,0.96,3.78,Physical-only cells
FILLER_32_261,sg13g2_fill_1,128.16,124.74,0.48,3.78,Physical-only cells
FILLER_32_292,sg13g2_fill_1,143.04,124.74,0.48,3.78,Physical-only cells
FILLER_32_303,sg13g2_fill_1,148.32,124.74,0.48,3.78,Physical-only cells
FILLER_32_310,sg13g2_fill_1,151.68,124.74,0.48,3.78,Physical-only cells
FILLER_32_320,sg13g2_fill_2,156.48,124.74,0.96,3.78,Physical-only cells
FILLER_32_325,sg13g2_fill_2,158.88,124.74,0.96,3.78,Physical-only cells
FILLER_32_333,sg13g2_fill_1,162.72,124.74,0.48,3.78,Physical-only cells
FILLER_32_340,sg13g2_fill_1,166.08,124.74,0.48,3.78,Physical-only cells
FILLER_32_408,sg13g2_fill_1,198.72,124.74,0.48,3.78,Physical-only cells
FILLER_32_47,sg13g2_fill_1,25.44,124.74,0.48,3.78,Physical-only cells
FILLER_32_64,sg13g2_decap_8,33.6,124.74,3.36,3.78,Physical-only cells
FILLER_32_76,sg13g2_fill_2,39.36,124.74,0.96,3.78,Physical-only cells
FILLER_32_86,sg13g2_fill_2,44.16,124.74,0.96,3.78,Physical-only cells
FILLER_32_88,sg13g2_fill_1,45.12,124.74,0.48,3.78,Physical-only cells
FILLER_33_0,sg13g2_decap_8,2.88,128.52,3.36,3.78,Physical-only cells
FILLER_33_11,sg13g2_fill_1,8.16,128.52,0.48,3.78,Physical-only cells
FILLER_33_120,sg13g2_decap_4,60.48,128.52,1.92,3.78,Physical-only cells
FILLER_33_124,sg13g2_fill_1,62.4,128.52,0.48,3.78,Physical-only cells
FILLER_33_129,sg13g2_fill_1,64.8,128.52,0.48,3.78,Physical-only cells
FILLER_33_133,sg13g2_fill_2,66.72,128.52,0.96,3.78,Physical-only cells
FILLER_33_135,sg13g2_fill_1,67.68,128.52,0.48,3.78,Physical-only cells
FILLER_33_141,sg13g2_decap_4,70.56,128.52,1.92,3.78,Physical-only cells
FILLER_33_145,sg13g2_fill_2,72.48,128.52,0.96,3.78,Physical-only cells
FILLER_33_155,sg13g2_decap_8,77.28,128.52,3.36,3.78,Physical-only cells
FILLER_33_162,sg13g2_fill_2,80.64,128.52,0.96,3.78,Physical-only cells
FILLER_33_164,sg13g2_fill_1,81.6,128.52,0.48,3.78,Physical-only cells
FILLER_33_171,sg13g2_fill_1,84.96,128.52,0.48,3.78,Physical-only cells
FILLER_33_175,sg13g2_decap_4,86.88,128.52,1.92,3.78,Physical-only cells
FILLER_33_179,sg13g2_fill_1,88.8,128.52,0.48,3.78,Physical-only cells
FILLER_33_183,sg13g2_decap_8,90.72,128.52,3.36,3.78,Physical-only cells
FILLER_33_190,sg13g2_decap_8,94.08,128.52,3.36,3.78,Physical-only cells
FILLER_33_197,sg13g2_decap_8,97.44,128.52,3.36,3.78,Physical-only cells
FILLER_33_20,sg13g2_fill_2,12.48,128.52,0.96,3.78,Physical-only cells
FILLER_33_204,sg13g2_fill_1,100.8,128.52,0.48,3.78,Physical-only cells
FILLER_33_213,sg13g2_fill_2,105.12,128.52,0.96,3.78,Physical-only cells
FILLER_33_223,sg13g2_decap_4,109.92,128.52,1.92,3.78,Physical-only cells
FILLER_33_236,sg13g2_decap_8,116.16,128.52,3.36,3.78,Physical-only cells
FILLER_33_243,sg13g2_decap_8,119.52,128.52,3.36,3.78,Physical-only cells
FILLER_33_250,sg13g2_decap_8,122.88,128.52,3.36,3.78,Physical-only cells
FILLER_33_257,sg13g2_decap_4,126.24,128.52,1.92,3.78,Physical-only cells
FILLER_33_283,sg13g2_fill_1,138.72,128.52,0.48,3.78,Physical-only cells
FILLER_33_300,sg13g2_decap_8,146.88,128.52,3.36,3.78,Physical-only cells
FILLER_33_307,sg13g2_fill_2,150.24,128.52,0.96,3.78,Physical-only cells
FILLER_33_382,sg13g2_decap_4,186.24,128.52,1.92,3.78,Physical-only cells
FILLER_33_407,sg13g2_fill_2,198.24,128.52,0.96,3.78,Physical-only cells
FILLER_33_7,sg13g2_decap_4,6.24,128.52,1.92,3.78,Physical-only cells
FILLER_33_70,sg13g2_fill_1,36.48,128.52,0.48,3.78,Physical-only cells
FILLER_33_76,sg13g2_decap_8,39.36,128.52,3.36,3.78,Physical-only cells
FILLER_33_83,sg13g2_fill_2,42.72,128.52,0.96,3.78,Physical-only cells
FILLER_34_197,sg13g2_fill_2,97.44,132.3,0.96,3.78,Physical-only cells
FILLER_34_199,sg13g2_fill_1,98.4,132.3,0.48,3.78,Physical-only cells
FILLER_34_215,sg13g2_decap_8,106.08,132.3,3.36,3.78,Physical-only cells
FILLER_34_222,sg13g2_decap_4,109.44,132.3,1.92,3.78,Physical-only cells
FILLER_34_226,sg13g2_fill_2,111.36,132.3,0.96,3.78,Physical-only cells
FILLER_34_244,sg13g2_decap_8,120.0,132.3,3.36,3.78,Physical-only cells
FILLER_34_251,sg13g2_fill_2,123.36,132.3,0.96,3.78,Physical-only cells
FILLER_34_253,sg13g2_fill_1,124.32,132.3,0.48,3.78,Physical-only cells
FILLER_34_258,sg13g2_fill_2,126.72,132.3,0.96,3.78,Physical-only cells
FILLER_34_260,sg13g2_fill_1,127.68,132.3,0.48,3.78,Physical-only cells
FILLER_34_284,sg13g2_fill_2,139.2,132.3,0.96,3.78,Physical-only cells
FILLER_34_313,sg13g2_fill_2,153.12,132.3,0.96,3.78,Physical-only cells
FILLER_34_321,sg13g2_fill_1,156.96,132.3,0.48,3.78,Physical-only cells
FILLER_34_407,sg13g2_fill_2,198.24,132.3,0.96,3.78,Physical-only cells
FILLER_34_63,sg13g2_fill_2,33.12,132.3,0.96,3.78,Physical-only cells
FILLER_34_65,sg13g2_fill_1,34.08,132.3,0.48,3.78,Physical-only cells
FILLER_34_98,sg13g2_fill_1,49.92,132.3,0.48,3.78,Physical-only cells
FILLER_35_0,sg13g2_decap_8,2.88,136.08,3.36,3.78,Physical-only cells
FILLER_35_103,sg13g2_decap_8,52.32,136.08,3.36,3.78,Physical-only cells
FILLER_35_117,sg13g2_decap_4,59.04,136.08,1.92,3.78,Physical-only cells
FILLER_35_121,sg13g2_fill_1,60.96,136.08,0.48,3.78,Physical-only cells
FILLER_35_14,sg13g2_fill_1,9.6,136.08,0.48,3.78,Physical-only cells
FILLER_35_157,sg13g2_decap_8,78.24,136.08,3.36,3.78,Physical-only cells
FILLER_35_164,sg13g2_decap_8,81.6,136.08,3.36,3.78,Physical-only cells
FILLER_35_171,sg13g2_fill_1,84.96,136.08,0.48,3.78,Physical-only cells
FILLER_35_202,sg13g2_decap_8,99.84,136.08,3.36,3.78,Physical-only cells
FILLER_35_214,sg13g2_fill_2,105.6,136.08,0.96,3.78,Physical-only cells
FILLER_35_220,sg13g2_decap_8,108.48,136.08,3.36,3.78,Physical-only cells
FILLER_35_227,sg13g2_decap_4,111.84,136.08,1.92,3.78,Physical-only cells
FILLER_35_231,sg13g2_fill_1,113.76,136.08,0.48,3.78,Physical-only cells
FILLER_35_237,sg13g2_fill_2,116.64,136.08,0.96,3.78,Physical-only cells
FILLER_35_239,sg13g2_fill_1,117.6,136.08,0.48,3.78,Physical-only cells
FILLER_35_278,sg13g2_fill_2,136.32,136.08,0.96,3.78,Physical-only cells
FILLER_35_288,sg13g2_fill_2,141.12,136.08,0.96,3.78,Physical-only cells
FILLER_35_303,sg13g2_fill_2,148.32,136.08,0.96,3.78,Physical-only cells
FILLER_35_382,sg13g2_fill_2,186.24,136.08,0.96,3.78,Physical-only cells
FILLER_35_394,sg13g2_fill_2,192.0,136.08,0.96,3.78,Physical-only cells
FILLER_35_408,sg13g2_fill_1,198.72,136.08,0.48,3.78,Physical-only cells
FILLER_35_7,sg13g2_decap_8,6.24,136.08,3.36,3.78,Physical-only cells
FILLER_35_86,sg13g2_decap_4,44.16,136.08,1.92,3.78,Physical-only cells
FILLER_36_113,sg13g2_decap_4,57.12,139.86,1.92,3.78,Physical-only cells
FILLER_36_117,sg13g2_fill_2,59.04,139.86,0.96,3.78,Physical-only cells
FILLER_36_152,sg13g2_fill_2,75.84,139.86,0.96,3.78,Physical-only cells
FILLER_36_154,sg13g2_fill_1,76.8,139.86,0.48,3.78,Physical-only cells
FILLER_36_191,sg13g2_decap_8,94.56,139.86,3.36,3.78,Physical-only cells
FILLER_36_198,sg13g2_fill_2,97.92,139.86,0.96,3.78,Physical-only cells
FILLER_36_200,sg13g2_fill_1,98.88,139.86,0.48,3.78,Physical-only cells
FILLER_36_213,sg13g2_fill_2,105.12,139.86,0.96,3.78,Physical-only cells
FILLER_36_219,sg13g2_fill_1,108.0,139.86,0.48,3.78,Physical-only cells
FILLER_36_247,sg13g2_fill_2,121.44,139.86,0.96,3.78,Physical-only cells
FILLER_36_27,sg13g2_fill_1,15.84,139.86,0.48,3.78,Physical-only cells
FILLER_36_280,sg13g2_fill_1,137.28,139.86,0.48,3.78,Physical-only cells
FILLER_36_331,sg13g2_fill_1,161.76,139.86,0.48,3.78,Physical-only cells
FILLER_36_357,sg13g2_fill_2,174.24,139.86,0.96,3.78,Physical-only cells
FILLER_36_371,sg13g2_fill_1,180.96,139.86,0.48,3.78,Physical-only cells
FILLER_36_392,sg13g2_fill_2,191.04,139.86,0.96,3.78,Physical-only cells
FILLER_36_41,sg13g2_decap_8,22.56,139.86,3.36,3.78,Physical-only cells
FILLER_36_48,sg13g2_decap_8,25.92,139.86,3.36,3.78,Physical-only cells
FILLER_36_55,sg13g2_decap_8,29.28,139.86,3.36,3.78,Physical-only cells
FILLER_36_62,sg13g2_decap_4,32.64,139.86,1.92,3.78,Physical-only cells
FILLER_36_66,sg13g2_fill_1,34.56,139.86,0.48,3.78,Physical-only cells
FILLER_36_99,sg13g2_decap_8,50.4,139.86,3.36,3.78,Physical-only cells
FILLER_37_0,sg13g2_decap_8,2.88,143.64,3.36,3.78,Physical-only cells
FILLER_37_105,sg13g2_decap_4,53.28,143.64,1.92,3.78,Physical-only cells
FILLER_37_117,sg13g2_decap_8,59.04,143.64,3.36,3.78,Physical-only cells
FILLER_37_124,sg13g2_decap_8,62.4,143.64,3.36,3.78,Physical-only cells
FILLER_37_134,sg13g2_fill_1,67.2,143.64,0.48,3.78,Physical-only cells
FILLER_37_139,sg13g2_decap_8,69.6,143.64,3.36,3.78,Physical-only cells
FILLER_37_14,sg13g2_fill_2,9.6,143.64,0.96,3.78,Physical-only cells
FILLER_37_149,sg13g2_fill_1,74.4,143.64,0.48,3.78,Physical-only cells
FILLER_37_180,sg13g2_fill_2,89.28,143.64,0.96,3.78,Physical-only cells
FILLER_37_209,sg13g2_decap_8,103.2,143.64,3.36,3.78,Physical-only cells
FILLER_37_216,sg13g2_fill_2,106.56,143.64,0.96,3.78,Physical-only cells
FILLER_37_221,sg13g2_fill_1,108.96,143.64,0.48,3.78,Physical-only cells
FILLER_37_287,sg13g2_fill_1,140.64,143.64,0.48,3.78,Physical-only cells
FILLER_37_29,sg13g2_fill_1,16.8,143.64,0.48,3.78,Physical-only cells
FILLER_37_302,sg13g2_fill_1,147.84,143.64,0.48,3.78,Physical-only cells
FILLER_37_357,sg13g2_fill_1,174.24,143.64,0.48,3.78,Physical-only cells
FILLER_37_407,sg13g2_fill_2,198.24,143.64,0.96,3.78,Physical-only cells
FILLER_37_65,sg13g2_fill_2,34.08,143.64,0.96,3.78,Physical-only cells
FILLER_37_67,sg13g2_fill_1,35.04,143.64,0.48,3.78,Physical-only cells
FILLER_37_7,sg13g2_decap_8,6.24,143.64,3.36,3.78,Physical-only cells
FILLER_38_0,sg13g2_fill_2,2.88,147.42,0.96,3.78,Physical-only cells
FILLER_38_157,sg13g2_decap_4,78.24,147.42,1.92,3.78,Physical-only cells
FILLER_38_161,sg13g2_fill_1,80.16,147.42,0.48,3.78,Physical-only cells
FILLER_38_177,sg13g2_decap_4,87.84,147.42,1.92,3.78,Physical-only cells
FILLER_38_181,sg13g2_fill_1,89.76,147.42,0.48,3.78,Physical-only cells
FILLER_38_186,sg13g2_fill_2,92.16,147.42,0.96,3.78,Physical-only cells
FILLER_38_192,sg13g2_decap_8,95.04,147.42,3.36,3.78,Physical-only cells
FILLER_38_243,sg13g2_fill_2,119.52,147.42,0.96,3.78,Physical-only cells
FILLER_38_245,sg13g2_fill_1,120.48,147.42,0.48,3.78,Physical-only cells
FILLER_38_287,sg13g2_fill_1,140.64,147.42,0.48,3.78,Physical-only cells
FILLER_38_323,sg13g2_fill_2,157.92,147.42,0.96,3.78,Physical-only cells
FILLER_38_325,sg13g2_fill_1,158.88,147.42,0.48,3.78,Physical-only cells
FILLER_38_34,sg13g2_decap_8,19.2,147.42,3.36,3.78,Physical-only cells
FILLER_38_340,sg13g2_fill_2,166.08,147.42,0.96,3.78,Physical-only cells
FILLER_38_407,sg13g2_fill_2,198.24,147.42,0.96,3.78,Physical-only cells
FILLER_38_41,sg13g2_fill_2,22.56,147.42,0.96,3.78,Physical-only cells
FILLER_38_47,sg13g2_fill_1,25.44,147.42,0.48,3.78,Physical-only cells
FILLER_38_73,sg13g2_fill_1,37.92,147.42,0.48,3.78,Physical-only cells
FILLER_38_82,sg13g2_fill_2,42.24,147.42,0.96,3.78,Physical-only cells
FILLER_38_84,sg13g2_fill_1,43.2,147.42,0.48,3.78,Physical-only cells
FILLER_38_89,sg13g2_fill_2,45.6,147.42,0.96,3.78,Physical-only cells
FILLER_3_0,sg13g2_decap_8,2.88,15.12,3.36,3.78,Physical-only cells
FILLER_3_14,sg13g2_decap_8,9.6,15.12,3.36,3.78,Physical-only cells
FILLER_3_158,sg13g2_fill_2,78.72,15.12,0.96,3.78,Physical-only cells
FILLER_3_168,sg13g2_fill_2,83.52,15.12,0.96,3.78,Physical-only cells
FILLER_3_170,sg13g2_fill_1,84.48,15.12,0.48,3.78,Physical-only cells
FILLER_3_181,sg13g2_fill_2,89.76,15.12,0.96,3.78,Physical-only cells
FILLER_3_183,sg13g2_fill_1,90.72,15.12,0.48,3.78,Physical-only cells
FILLER_3_189,sg13g2_decap_8,93.6,15.12,3.36,3.78,Physical-only cells
FILLER_3_196,sg13g2_fill_1,96.96,15.12,0.48,3.78,Physical-only cells
FILLER_3_21,sg13g2_decap_8,12.96,15.12,3.36,3.78,Physical-only cells
FILLER_3_210,sg13g2_fill_2,103.68,15.12,0.96,3.78,Physical-only cells
FILLER_3_224,sg13g2_fill_2,110.4,15.12,0.96,3.78,Physical-only cells
FILLER_3_226,sg13g2_fill_1,111.36,15.12,0.48,3.78,Physical-only cells
FILLER_3_247,sg13g2_decap_8,121.44,15.12,3.36,3.78,Physical-only cells
FILLER_3_254,sg13g2_decap_8,124.8,15.12,3.36,3.78,Physical-only cells
FILLER_3_271,sg13g2_decap_8,132.96,15.12,3.36,3.78,Physical-only cells
FILLER_3_278,sg13g2_decap_4,136.32,15.12,1.92,3.78,Physical-only cells
FILLER_3_28,sg13g2_decap_8,16.32,15.12,3.36,3.78,Physical-only cells
FILLER_3_282,sg13g2_fill_1,138.24,15.12,0.48,3.78,Physical-only cells
FILLER_3_286,sg13g2_fill_1,140.16,15.12,0.48,3.78,Physical-only cells
FILLER_3_290,sg13g2_decap_8,142.08,15.12,3.36,3.78,Physical-only cells
FILLER_3_297,sg13g2_decap_4,145.44,15.12,1.92,3.78,Physical-only cells
FILLER_3_301,sg13g2_fill_1,147.36,15.12,0.48,3.78,Physical-only cells
FILLER_3_329,sg13g2_fill_2,160.8,15.12,0.96,3.78,Physical-only cells
FILLER_3_331,sg13g2_fill_1,161.76,15.12,0.48,3.78,Physical-only cells
FILLER_3_35,sg13g2_decap_8,19.68,15.12,3.36,3.78,Physical-only cells
FILLER_3_377,sg13g2_decap_8,183.84,15.12,3.36,3.78,Physical-only cells
FILLER_3_384,sg13g2_decap_8,187.2,15.12,3.36,3.78,Physical-only cells
FILLER_3_391,sg13g2_decap_8,190.56,15.12,3.36,3.78,Physical-only cells
FILLER_3_398,sg13g2_decap_8,193.92,15.12,3.36,3.78,Physical-only cells
FILLER_3_405,sg13g2_decap_4,197.28,15.12,1.92,3.78,Physical-only cells
FILLER_3_7,sg13g2_decap_8,6.24,15.12,3.36,3.78,Physical-only cells
FILLER_4_0,sg13g2_decap_8,2.88,18.9,3.36,3.78,Physical-only cells
FILLER_4_107,sg13g2_decap_8,54.24,18.9,3.36,3.78,Physical-only cells
FILLER_4_114,sg13g2_fill_1,57.6,18.9,0.48,3.78,Physical-only cells
FILLER_4_124,sg13g2_decap_4,62.4,18.9,1.92,3.78,Physical-only cells
FILLER_4_128,sg13g2_fill_1,64.32,18.9,0.48,3.78,Physical-only cells
FILLER_4_133,sg13g2_decap_8,66.72,18.9,3.36,3.78,Physical-only cells
FILLER_4_14,sg13g2_decap_8,9.6,18.9,3.36,3.78,Physical-only cells
FILLER_4_140,sg13g2_decap_8,70.08,18.9,3.36,3.78,Physical-only cells
FILLER_4_172,sg13g2_decap_4,85.44,18.9,1.92,3.78,Physical-only cells
FILLER_4_189,sg13g2_fill_2,93.6,18.9,0.96,3.78,Physical-only cells
FILLER_4_203,sg13g2_decap_8,100.32,18.9,3.36,3.78,Physical-only cells
