instance,master,x_um,y_um,width_um,height_um,category
FILLER_18_241,sg13g2_fill_2,118.56,71.82,0.96,3.78,Physical-only cells
FILLER_18_243,sg13g2_fill_1,119.52,71.82,0.48,3.78,Physical-only cells
FILLER_18_271,sg13g2_decap_8,132.96,71.82,3.36,3.78,Physical-only cells
FILLER_18_278,sg13g2_fill_2,136.32,71.82,0.96,3.78,Physical-only cells
FILLER_18_28,sg13g2_decap_8,16.32,71.82,3.36,3.78,Physical-only cells
FILLER_18_290,sg13g2_decap_4,142.08,71.82,1.92,3.78,Physical-only cells
FILLER_18_335,sg13g2_decap_8,163.68,71.82,3.36,3.78,Physical-only cells
FILLER_18_342,sg13g2_decap_8,167.04,71.82,3.36,3.78,Physical-only cells
FILLER_18_35,sg13g2_decap_4,19.68,71.82,1.92,3.78,Physical-only cells
FILLER_18_352,sg13g2_fill_2,171.84,71.82,0.96,3.78,Physical-only cells
FILLER_18_354,sg13g2_fill_1,172.8,71.82,0.48,3.78,Physical-only cells
FILLER_18_367,sg13g2_fill_1,179.04,71.82,0.48,3.78,Physical-only cells
FILLER_18_388,sg13g2_decap_4,189.12,71.82,1.92,3.78,Physical-only cells
FILLER_18_404,sg13g2_decap_4,196.8,71.82,1.92,3.78,Physical-only cells
FILLER_18_408,sg13g2_fill_1,198.72,71.82,0.48,3.78,Physical-only cells
FILLER_18_7,sg13g2_decap_8,6.24,71.82,3.36,3.78,Physical-only cells
FILLER_19_0,sg13g2_decap_8,2.88,75.6,3.36,3.78,Physical-only cells
FILLER_19_111,sg13g2_decap_4,56.16,75.6,1.92,3.78,Physical-only cells
FILLER_19_115,sg13g2_fill_1,58.08,75.6,0.48,3.78,Physical-only cells
FILLER_19_14,sg13g2_decap_8,9.6,75.6,3.36,3.78,Physical-only cells
FILLER_19_146,sg13g2_decap_8,72.96,75.6,3.36,3.78,Physical-only cells
FILLER_19_166,sg13g2_fill_1,82.56,75.6,0.48,3.78,Physical-only cells
FILLER_19_21,sg13g2_decap_8,12.96,75.6,3.36,3.78,Physical-only cells
FILLER_19_219,sg13g2_fill_2,108.0,75.6,0.96,3.78,Physical-only cells
FILLER_19_258,sg13g2_decap_8,126.72,75.6,3.36,3.78,Physical-only cells
FILLER_19_265,sg13g2_decap_8,130.08,75.6,3.36,3.78,Physical-only cells
FILLER_19_272,sg13g2_fill_2,133.44,75.6,0.96,3.78,Physical-only cells
FILLER_19_274,sg13g2_fill_1,134.4,75.6,0.48,3.78,Physical-only cells
FILLER_19_28,sg13g2_decap_8,16.32,75.6,3.36,3.78,Physical-only cells
FILLER_19_302,sg13g2_fill_2,147.84,75.6,0.96,3.78,Physical-only cells
FILLER_19_304,sg13g2_fill_1,148.8,75.6,0.48,3.78,Physical-only cells
FILLER_19_35,sg13g2_decap_8,19.68,75.6,3.36,3.78,Physical-only cells
FILLER_19_367,sg13g2_fill_2,179.04,75.6,0.96,3.78,Physical-only cells
FILLER_19_372,sg13g2_fill_1,181.44,75.6,0.48,3.78,Physical-only cells
FILLER_19_385,sg13g2_decap_8,187.68,75.6,3.36,3.78,Physical-only cells
FILLER_19_407,sg13g2_fill_2,198.24,75.6,0.96,3.78,Physical-only cells
FILLER_19_42,sg13g2_decap_8,23.04,75.6,3.36,3.78,Physical-only cells
FILLER_19_49,sg13g2_decap_4,26.4,75.6,1.92,3.78,Physical-only cells
FILLER_19_59,sg13g2_fill_2,31.2,75.6,0.96,3.78,Physical-only cells
FILLER_19_7,sg13g2_decap_8,6.24,75.6,3.36,3.78,Physical-only cells
FILLER_1_0,sg13g2_decap_8,2.88,7.56,3.36,3.78,Physical-only cells
FILLER_1_103,sg13g2_fill_1,52.32,7.56,0.48,3.78,Physical-only cells
FILLER_1_14,sg13g2_decap_8,9.6,7.56,3.36,3.78,Physical-only cells
FILLER_1_174,sg13g2_fill_2,86.4,7.56,0.96,3.78,Physical-only cells
FILLER_1_203,sg13g2_fill_2,100.32,7.56,0.96,3.78,Physical-only cells
FILLER_1_21,sg13g2_decap_8,12.96,7.56,3.36,3.78,Physical-only cells
FILLER_1_221,sg13g2_decap_8,108.96,7.56,3.36,3.78,Physical-only cells
FILLER_1_228,sg13g2_decap_4,112.32,7.56,1.92,3.78,Physical-only cells
FILLER_1_232,sg13g2_fill_2,114.24,7.56,0.96,3.78,Physical-only cells
FILLER_1_246,sg13g2_decap_8,120.96,7.56,3.36,3.78,Physical-only cells
FILLER_1_253,sg13g2_fill_1,124.32,7.56,0.48,3.78,Physical-only cells
FILLER_1_270,sg13g2_fill_2,132.48,7.56,0.96,3.78,Physical-only cells
FILLER_1_28,sg13g2_decap_8,16.32,7.56,3.36,3.78,Physical-only cells
FILLER_1_280,sg13g2_decap_8,137.28,7.56,3.36,3.78,Physical-only cells
FILLER_1_287,sg13g2_fill_2,140.64,7.56,0.96,3.78,Physical-only cells
FILLER_1_289,sg13g2_fill_1,141.6,7.56,0.48,3.78,Physical-only cells
FILLER_1_302,sg13g2_decap_4,147.84,7.56,1.92,3.78,Physical-only cells
FILLER_1_306,sg13g2_fill_1,149.76,7.56,0.48,3.78,Physical-only cells
FILLER_1_319,sg13g2_decap_4,156.0,7.56,1.92,3.78,Physical-only cells
FILLER_1_323,sg13g2_fill_2,157.92,7.56,0.96,3.78,Physical-only cells
FILLER_1_343,sg13g2_fill_1,167.52,7.56,0.48,3.78,Physical-only cells
FILLER_1_35,sg13g2_fill_1,19.68,7.56,0.48,3.78,Physical-only cells
FILLER_1_353,sg13g2_decap_8,172.32,7.56,3.36,3.78,Physical-only cells
FILLER_1_360,sg13g2_decap_8,175.68,7.56,3.36,3.78,Physical-only cells
FILLER_1_367,sg13g2_decap_8,179.04,7.56,3.36,3.78,Physical-only cells
FILLER_1_374,sg13g2_decap_8,182.4,7.56,3.36,3.78,Physical-only cells
FILLER_1_381,sg13g2_decap_8,185.76,7.56,3.36,3.78,Physical-only cells
FILLER_1_388,sg13g2_decap_8,189.12,7.56,3.36,3.78,Physical-only cells
FILLER_1_395,sg13g2_decap_8,192.48,7.56,3.36,3.78,Physical-only cells
FILLER_1_402,sg13g2_decap_8,195.84,7.56,3.36,3.78,Physical-only cells
FILLER_1_63,sg13g2_decap_8,33.12,7.56,3.36,3.78,Physical-only cells
FILLER_1_7,sg13g2_decap_8,6.24,7.56,3.36,3.78,Physical-only cells
FILLER_1_70,sg13g2_decap_4,36.48,7.56,1.92,3.78,Physical-only cells
FILLER_1_74,sg13g2_fill_2,38.4,7.56,0.96,3.78,Physical-only cells
FILLER_20_0,sg13g2_decap_8,2.88,79.38,3.36,3.78,Physical-only cells
FILLER_20_100,sg13g2_decap_4,50.88,79.38,1.92,3.78,Physical-only cells
FILLER_20_128,sg13g2_decap_8,64.32,79.38,3.36,3.78,Physical-only cells
FILLER_20_135,sg13g2_fill_2,67.68,79.38,0.96,3.78,Physical-only cells
FILLER_20_137,sg13g2_fill_1,68.64,79.38,0.48,3.78,Physical-only cells
FILLER_20_14,sg13g2_decap_8,9.6,79.38,3.36,3.78,Physical-only cells
FILLER_20_21,sg13g2_decap_8,12.96,79.38,3.36,3.78,Physical-only cells
FILLER_20_28,sg13g2_decap_8,16.32,79.38,3.36,3.78,Physical-only cells
FILLER_20_322,sg13g2_fill_2,157.44,79.38,0.96,3.78,Physical-only cells
FILLER_20_35,sg13g2_decap_8,19.68,79.38,3.36,3.78,Physical-only cells
FILLER_20_363,sg13g2_decap_8,177.12,79.38,3.36,3.78,Physical-only cells
FILLER_20_379,sg13g2_decap_4,184.8,79.38,1.92,3.78,Physical-only cells
FILLER_20_407,sg13g2_fill_2,198.24,79.38,0.96,3.78,Physical-only cells
FILLER_20_42,sg13g2_decap_4,23.04,79.38,1.92,3.78,Physical-only cells
FILLER_20_7,sg13g2_decap_8,6.24,79.38,3.36,3.78,Physical-only cells
FILLER_21_0,sg13g2_decap_8,2.88,83.16,3.36,3.78,Physical-only cells
FILLER_21_132,sg13g2_decap_8,66.24,83.16,3.36,3.78,Physical-only cells
FILLER_21_139,sg13g2_decap_8,69.6,83.16,3.36,3.78,Physical-only cells
FILLER_21_14,sg13g2_decap_8,9.6,83.16,3.36,3.78,Physical-only cells
FILLER_21_149,sg13g2_decap_4,74.4,83.16,1.92,3.78,Physical-only cells
FILLER_21_153,sg13g2_fill_1,76.32,83.16,0.48,3.78,Physical-only cells
FILLER_21_190,sg13g2_decap_8,94.08,83.16,3.36,3.78,Physical-only cells
FILLER_21_197,sg13g2_decap_4,97.44,83.16,1.92,3.78,Physical-only cells
FILLER_21_201,sg13g2_fill_1,99.36,83.16,0.48,3.78,Physical-only cells
FILLER_21_21,sg13g2_decap_4,12.96,83.16,1.92,3.78,Physical-only cells
FILLER_21_241,sg13g2_decap_4,118.56,83.16,1.92,3.78,Physical-only cells
FILLER_21_245,sg13g2_fill_2,120.48,83.16,0.96,3.78,Physical-only cells
FILLER_21_25,sg13g2_fill_1,14.88,83.16,0.48,3.78,Physical-only cells
FILLER_21_251,sg13g2_fill_2,123.36,83.16,0.96,3.78,Physical-only cells
FILLER_21_253,sg13g2_fill_1,124.32,83.16,0.48,3.78,Physical-only cells
FILLER_21_259,sg13g2_decap_8,127.2,83.16,3.36,3.78,Physical-only cells
FILLER_21_266,sg13g2_decap_4,130.56,83.16,1.92,3.78,Physical-only cells
FILLER_21_278,sg13g2_decap_4,136.32,83.16,1.92,3.78,Physical-only cells
FILLER_21_282,sg13g2_fill_2,138.24,83.16,0.96,3.78,Physical-only cells
FILLER_21_292,sg13g2_decap_8,143.04,83.16,3.36,3.78,Physical-only cells
FILLER_21_299,sg13g2_decap_4,146.4,83.16,1.92,3.78,Physical-only cells
FILLER_21_303,sg13g2_fill_2,148.32,83.16,0.96,3.78,Physical-only cells
FILLER_21_327,sg13g2_decap_8,159.84,83.16,3.36,3.78,Physical-only cells
FILLER_21_334,sg13g2_decap_8,163.2,83.16,3.36,3.78,Physical-only cells
FILLER_21_341,sg13g2_decap_8,166.56,83.16,3.36,3.78,Physical-only cells
FILLER_21_348,sg13g2_decap_8,169.92,83.16,3.36,3.78,Physical-only cells
FILLER_21_355,sg13g2_decap_4,173.28,83.16,1.92,3.78,Physical-only cells
FILLER_21_386,sg13g2_decap_8,188.16,83.16,3.36,3.78,Physical-only cells
FILLER_21_393,sg13g2_fill_2,191.52,83.16,0.96,3.78,Physical-only cells
FILLER_21_401,sg13g2_decap_8,195.36,83.16,3.36,3.78,Physical-only cells
FILLER_21_408,sg13g2_fill_1,198.72,83.16,0.48,3.78,Physical-only cells
FILLER_21_53,sg13g2_decap_8,28.32,83.16,3.36,3.78,Physical-only cells
FILLER_21_60,sg13g2_decap_8,31.68,83.16,3.36,3.78,Physical-only cells
FILLER_21_7,sg13g2_decap_8,6.24,83.16,3.36,3.78,Physical-only cells
FILLER_21_77,sg13g2_decap_8,39.84,83.16,3.36,3.78,Physical-only cells
FILLER_21_84,sg13g2_decap_8,43.2,83.16,3.36,3.78,Physical-only cells
FILLER_21_91,sg13g2_decap_4,46.56,83.16,1.92,3.78,Physical-only cells
FILLER_21_95,sg13g2_fill_1,48.48,83.16,0.48,3.78,Physical-only cells
FILLER_22_0,sg13g2_decap_8,2.88,86.94,3.36,3.78,Physical-only cells
FILLER_22_102,sg13g2_fill_2,51.84,86.94,0.96,3.78,Physical-only cells
FILLER_22_104,sg13g2_fill_1,52.8,86.94,0.48,3.78,Physical-only cells
FILLER_22_11,sg13g2_fill_1,8.16,86.94,0.48,3.78,Physical-only cells
FILLER_22_171,sg13g2_fill_2,84.96,86.94,0.96,3.78,Physical-only cells
FILLER_22_200,sg13g2_decap_4,98.88,86.94,1.92,3.78,Physical-only cells
FILLER_22_204,sg13g2_fill_2,100.8,86.94,0.96,3.78,Physical-only cells
FILLER_22_211,sg13g2_decap_8,104.16,86.94,3.36,3.78,Physical-only cells
FILLER_22_218,sg13g2_fill_1,107.52,86.94,0.48,3.78,Physical-only cells
FILLER_22_24,sg13g2_decap_8,14.4,86.94,3.36,3.78,Physical-only cells
FILLER_22_253,sg13g2_fill_1,124.32,86.94,0.48,3.78,Physical-only cells
FILLER_22_262,sg13g2_decap_8,128.64,86.94,3.36,3.78,Physical-only cells
FILLER_22_269,sg13g2_fill_1,132.0,86.94,0.48,3.78,Physical-only cells
FILLER_22_275,sg13g2_decap_8,134.88,86.94,3.36,3.78,Physical-only cells
FILLER_22_282,sg13g2_fill_2,138.24,86.94,0.96,3.78,Physical-only cells
FILLER_22_292,sg13g2_decap_8,143.04,86.94,3.36,3.78,Physical-only cells
FILLER_22_299,sg13g2_decap_8,146.4,86.94,3.36,3.78,Physical-only cells
FILLER_22_306,sg13g2_fill_2,149.76,86.94,0.96,3.78,Physical-only cells
FILLER_22_31,sg13g2_decap_8,17.76,86.94,3.36,3.78,Physical-only cells
FILLER_22_321,sg13g2_fill_2,156.96,86.94,0.96,3.78,Physical-only cells
FILLER_22_323,sg13g2_fill_1,157.92,86.94,0.48,3.78,Physical-only cells
FILLER_22_334,sg13g2_fill_1,163.2,86.94,0.48,3.78,Physical-only cells
FILLER_22_362,sg13g2_decap_8,176.64,86.94,3.36,3.78,Physical-only cells
FILLER_22_372,sg13g2_fill_1,181.44,86.94,0.48,3.78,Physical-only cells
FILLER_22_376,sg13g2_fill_2,183.36,86.94,0.96,3.78,Physical-only cells
FILLER_22_38,sg13g2_decap_4,21.12,86.94,1.92,3.78,Physical-only cells
FILLER_22_387,sg13g2_fill_1,188.64,86.94,0.48,3.78,Physical-only cells
FILLER_22_42,sg13g2_fill_2,23.04,86.94,0.96,3.78,Physical-only cells
FILLER_22_7,sg13g2_decap_4,6.24,86.94,1.92,3.78,Physical-only cells
FILLER_22_71,sg13g2_decap_4,36.96,86.94,1.92,3.78,Physical-only cells
FILLER_23_111,sg13g2_fill_1,56.16,90.72,0.48,3.78,Physical-only cells
FILLER_23_120,sg13g2_decap_8,60.48,90.72,3.36,3.78,Physical-only cells
FILLER_23_127,sg13g2_fill_2,63.84,90.72,0.96,3.78,Physical-only cells
FILLER_23_135,sg13g2_decap_4,67.68,90.72,1.92,3.78,Physical-only cells
FILLER_23_139,sg13g2_fill_1,69.6,90.72,0.48,3.78,Physical-only cells
FILLER_23_176,sg13g2_fill_1,87.36,90.72,0.48,3.78,Physical-only cells
FILLER_23_209,sg13g2_decap_8,103.2,90.72,3.36,3.78,Physical-only cells
FILLER_23_216,sg13g2_decap_8,106.56,90.72,3.36,3.78,Physical-only cells
FILLER_23_223,sg13g2_decap_4,109.92,90.72,1.92,3.78,Physical-only cells
FILLER_23_227,sg13g2_fill_1,111.84,90.72,0.48,3.78,Physical-only cells
FILLER_23_232,sg13g2_decap_8,114.24,90.72,3.36,3.78,Physical-only cells
FILLER_23_239,sg13g2_decap_4,117.6,90.72,1.92,3.78,Physical-only cells
FILLER_23_243,sg13g2_fill_1,119.52,90.72,0.48,3.78,Physical-only cells
FILLER_23_259,sg13g2_decap_4,127.2,90.72,1.92,3.78,Physical-only cells
FILLER_23_282,sg13g2_fill_1,138.24,90.72,0.48,3.78,Physical-only cells
FILLER_23_332,sg13g2_fill_1,162.24,90.72,0.48,3.78,Physical-only cells
FILLER_23_35,sg13g2_decap_8,19.68,90.72,3.36,3.78,Physical-only cells
FILLER_23_366,sg13g2_fill_1,178.56,90.72,0.48,3.78,Physical-only cells
FILLER_23_407,sg13g2_fill_2,198.24,90.72,0.96,3.78,Physical-only cells
FILLER_23_42,sg13g2_decap_8,23.04,90.72,3.36,3.78,Physical-only cells
FILLER_23_49,sg13g2_decap_8,26.4,90.72,3.36,3.78,Physical-only cells
FILLER_23_56,sg13g2_fill_2,29.76,90.72,0.96,3.78,Physical-only cells
FILLER_24_0,sg13g2_decap_8,2.88,94.5,3.36,3.78,Physical-only cells
FILLER_24_133,sg13g2_decap_4,66.72,94.5,1.92,3.78,Physical-only cells
FILLER_24_137,sg13g2_fill_1,68.64,94.5,0.48,3.78,Physical-only cells
FILLER_24_141,sg13g2_fill_2,70.56,94.5,0.96,3.78,Physical-only cells
FILLER_24_143,sg13g2_fill_1,71.52,94.5,0.48,3.78,Physical-only cells
FILLER_24_153,sg13g2_fill_1,76.32,94.5,0.48,3.78,Physical-only cells
FILLER_24_157,sg13g2_decap_4,78.24,94.5,1.92,3.78,Physical-only cells
FILLER_24_161,sg13g2_fill_2,80.16,94.5,0.96,3.78,Physical-only cells
FILLER_24_198,sg13g2_fill_2,97.92,94.5,0.96,3.78,Physical-only cells
FILLER_24_208,sg13g2_fill_2,102.72,94.5,0.96,3.78,Physical-only cells
FILLER_24_215,sg13g2_decap_8,106.08,94.5,3.36,3.78,Physical-only cells
FILLER_24_256,sg13g2_decap_8,125.76,94.5,3.36,3.78,Physical-only cells
FILLER_24_26,sg13g2_fill_1,15.36,94.5,0.48,3.78,Physical-only cells
FILLER_24_263,sg13g2_decap_4,129.12,94.5,1.92,3.78,Physical-only cells
FILLER_24_267,sg13g2_fill_2,131.04,94.5,0.96,3.78,Physical-only cells
FILLER_24_272,sg13g2_fill_2,133.44,94.5,0.96,3.78,Physical-only cells
FILLER_24_301,sg13g2_decap_4,147.36,94.5,1.92,3.78,Physical-only cells
FILLER_24_31,sg13g2_fill_2,17.76,94.5,0.96,3.78,Physical-only cells
FILLER_24_313,sg13g2_fill_2,153.12,94.5,0.96,3.78,Physical-only cells
FILLER_24_333,sg13g2_fill_2,162.72,94.5,0.96,3.78,Physical-only cells
FILLER_24_335,sg13g2_fill_1,163.68,94.5,0.48,3.78,Physical-only cells
FILLER_24_363,sg13g2_fill_1,177.12,94.5,0.48,3.78,Physical-only cells
FILLER_24_370,sg13g2_fill_2,180.48,94.5,0.96,3.78,Physical-only cells
FILLER_24_402,sg13g2_fill_1,195.84,94.5,0.48,3.78,Physical-only cells
FILLER_24_7,sg13g2_fill_2,6.24,94.5,0.96,3.78,Physical-only cells
FILLER_24_9,sg13g2_fill_1,7.2,94.5,0.48,3.78,Physical-only cells
FILLER_24_90,sg13g2_decap_4,46.08,94.5,1.92,3.78,Physical-only cells
FILLER_25_104,sg13g2_fill_2,52.8,98.28,0.96,3.78,Physical-only cells
FILLER_25_160,sg13g2_decap_4,79.68,98.28,1.92,3.78,Physical-only cells
FILLER_25_164,sg13g2_fill_1,81.6,98.28,0.48,3.78,Physical-only cells
FILLER_25_170,sg13g2_fill_1,84.48,98.28,0.48,3.78,Physical-only cells
FILLER_25_191,sg13g2_decap_8,94.56,98.28,3.36,3.78,Physical-only cells
FILLER_25_198,sg13g2_fill_2,97.92,98.28,0.96,3.78,Physical-only cells
FILLER_25_218,sg13g2_decap_8,107.52,98.28,3.36,3.78,Physical-only cells
FILLER_25_225,sg13g2_decap_8,110.88,98.28,3.36,3.78,Physical-only cells
FILLER_25_232,sg13g2_fill_2,114.24,98.28,0.96,3.78,Physical-only cells
FILLER_25_238,sg13g2_decap_4,117.12,98.28,1.92,3.78,Physical-only cells
FILLER_25_242,sg13g2_fill_2,119.04,98.28,0.96,3.78,Physical-only cells
FILLER_25_247,sg13g2_decap_8,121.44,98.28,3.36,3.78,Physical-only cells
FILLER_25_254,sg13g2_decap_4,124.8,98.28,1.92,3.78,Physical-only cells
FILLER_25_258,sg13g2_fill_1,126.72,98.28,0.48,3.78,Physical-only cells
FILLER_25_265,sg13g2_fill_2,130.08,98.28,0.96,3.78,Physical-only cells
FILLER_25_267,sg13g2_fill_1,131.04,98.28,0.48,3.78,Physical-only cells
FILLER_25_276,sg13g2_fill_2,135.36,98.28,0.96,3.78,Physical-only cells
FILLER_25_278,sg13g2_fill_1,136.32,98.28,0.48,3.78,Physical-only cells
FILLER_25_317,sg13g2_fill_2,155.04,98.28,0.96,3.78,Physical-only cells
FILLER_25_342,sg13g2_decap_8,167.04,98.28,3.36,3.78,Physical-only cells
FILLER_25_349,sg13g2_decap_8,170.4,98.28,3.36,3.78,Physical-only cells
FILLER_25_365,sg13g2_decap_4,178.08,98.28,1.92,3.78,Physical-only cells
FILLER_25_369,sg13g2_fill_2,180.0,98.28,0.96,3.78,Physical-only cells
FILLER_25_374,sg13g2_decap_4,182.4,98.28,1.92,3.78,Physical-only cells
FILLER_25_378,sg13g2_fill_1,184.32,98.28,0.48,3.78,Physical-only cells
FILLER_25_38,sg13g2_decap_8,21.12,98.28,3.36,3.78,Physical-only cells
FILLER_25_388,sg13g2_decap_8,189.12,98.28,3.36,3.78,Physical-only cells
FILLER_25_407,sg13g2_fill_2,198.24,98.28,0.96,3.78,Physical-only cells
FILLER_25_45,sg13g2_fill_2,24.48,98.28,0.96,3.78,Physical-only cells
FILLER_25_59,sg13g2_fill_2,31.2,98.28,0.96,3.78,Physical-only cells
FILLER_26_126,sg13g2_fill_1,63.36,102.06,0.48,3.78,Physical-only cells
FILLER_26_130,sg13g2_decap_8,65.28,102.06,3.36,3.78,Physical-only cells
FILLER_26_137,sg13g2_fill_1,68.64,102.06,0.48,3.78,Physical-only cells
FILLER_26_141,sg13g2_decap_8,70.56,102.06,3.36,3.78,Physical-only cells
FILLER_26_148,sg13g2_decap_4,73.92,102.06,1.92,3.78,Physical-only cells
FILLER_26_152,sg13g2_fill_1,75.84,102.06,0.48,3.78,Physical-only cells
FILLER_26_166,sg13g2_decap_4,82.56,102.06,1.92,3.78,Physical-only cells
FILLER_26_170,sg13g2_fill_2,84.48,102.06,0.96,3.78,Physical-only cells
FILLER_26_176,sg13g2_decap_4,87.36,102.06,1.92,3.78,Physical-only cells
FILLER_26_183,sg13g2_fill_2,90.72,102.06,0.96,3.78,Physical-only cells
FILLER_26_191,sg13g2_decap_8,94.56,102.06,3.36,3.78,Physical-only cells
FILLER_26_198,sg13g2_fill_2,97.92,102.06,0.96,3.78,Physical-only cells
FILLER_26_206,sg13g2_decap_8,101.76,102.06,3.36,3.78,Physical-only cells
FILLER_26_213,sg13g2_decap_8,105.12,102.06,3.36,3.78,Physical-only cells
FILLER_26_220,sg13g2_fill_1,108.48,102.06,0.48,3.78,Physical-only cells
FILLER_26_224,sg13g2_fill_2,110.4,102.06,0.96,3.78,Physical-only cells
FILLER_26_226,sg13g2_fill_1,111.36,102.06,0.48,3.78,Physical-only cells
FILLER_26_257,sg13g2_decap_8,126.24,102.06,3.36,3.78,Physical-only cells
FILLER_26_264,sg13g2_fill_1,129.6,102.06,0.48,3.78,Physical-only cells
FILLER_26_268,sg13g2_decap_4,131.52,102.06,1.92,3.78,Physical-only cells
FILLER_26_272,sg13g2_fill_1,133.44,102.06,0.48,3.78,Physical-only cells
FILLER_26_300,sg13g2_decap_4,146.88,102.06,1.92,3.78,Physical-only cells
FILLER_26_304,sg13g2_fill_2,148.8,102.06,0.96,3.78,Physical-only cells
FILLER_26_358,sg13g2_fill_2,174.72,102.06,0.96,3.78,Physical-only cells
FILLER_26_387,sg13g2_fill_2,188.64,102.06,0.96,3.78,Physical-only cells
FILLER_26_407,sg13g2_fill_2,198.24,102.06,0.96,3.78,Physical-only cells
FILLER_26_64,sg13g2_decap_4,33.6,102.06,1.92,3.78,Physical-only cells
FILLER_26_86,sg13g2_fill_1,44.16,102.06,0.48,3.78,Physical-only cells
FILLER_27_160,sg13g2_decap_4,79.68,105.84,1.92,3.78,Physical-only cells
FILLER_27_169,sg13g2_decap_8,84.0,105.84,3.36,3.78,Physical-only cells
FILLER_27_176,sg13g2_fill_1,87.36,105.84,0.48,3.78,Physical-only cells
FILLER_27_187,sg13g2_fill_1,92.64,105.84,0.48,3.78,Physical-only cells
FILLER_27_201,sg13g2_decap_4,99.36,105.84,1.92,3.78,Physical-only cells
FILLER_27_205,sg13g2_fill_2,101.28,105.84,0.96,3.78,Physical-only cells
FILLER_27_237,sg13g2_decap_8,116.64,105.84,3.36,3.78,Physical-only cells
FILLER_27_244,sg13g2_decap_4,120.0,105.84,1.92,3.78,Physical-only cells
FILLER_27_248,sg13g2_fill_2,121.92,105.84,0.96,3.78,Physical-only cells
FILLER_27_27,sg13g2_decap_8,15.84,105.84,3.36,3.78,Physical-only cells
FILLER_27_280,sg13g2_decap_4,137.28,105.84,1.92,3.78,Physical-only cells
FILLER_27_308,sg13g2_decap_4,150.72,105.84,1.92,3.78,Physical-only cells
FILLER_27_312,sg13g2_fill_1,152.64,105.84,0.48,3.78,Physical-only cells
FILLER_27_317,sg13g2_decap_4,155.04,105.84,1.92,3.78,Physical-only cells
FILLER_27_325,sg13g2_decap_8,158.88,105.84,3.36,3.78,Physical-only cells
FILLER_27_332,sg13g2_decap_4,162.24,105.84,1.92,3.78,Physical-only cells
FILLER_27_34,sg13g2_fill_1,19.2,105.84,0.48,3.78,Physical-only cells
FILLER_27_345,sg13g2_decap_8,168.48,105.84,3.36,3.78,Physical-only cells
FILLER_27_352,sg13g2_decap_4,171.84,105.84,1.92,3.78,Physical-only cells
FILLER_27_362,sg13g2_fill_2,176.64,105.84,0.96,3.78,Physical-only cells
FILLER_27_376,sg13g2_decap_4,183.36,105.84,1.92,3.78,Physical-only cells
FILLER_27_380,sg13g2_fill_2,185.28,105.84,0.96,3.78,Physical-only cells
FILLER_27_388,sg13g2_decap_4,189.12,105.84,1.92,3.78,Physical-only cells
FILLER_27_407,sg13g2_fill_2,198.24,105.84,0.96,3.78,Physical-only cells
FILLER_27_62,sg13g2_fill_1,32.64,105.84,0.48,3.78,Physical-only cells
FILLER_27_84,sg13g2_decap_4,43.2,105.84,1.92,3.78,Physical-only cells
FILLER_27_88,sg13g2_fill_1,45.12,105.84,0.48,3.78,Physical-only cells
FILLER_28_145,sg13g2_fill_2,72.48,109.62,0.96,3.78,Physical-only cells
FILLER_28_147,sg13g2_fill_1,73.44,109.62,0.48,3.78,Physical-only cells
FILLER_28_154,sg13g2_decap_8,76.8,109.62,3.36,3.78,Physical-only cells
FILLER_28_161,sg13g2_decap_8,80.16,109.62,3.36,3.78,Physical-only cells
FILLER_28_168,sg13g2_fill_2,83.52,109.62,0.96,3.78,Physical-only cells
FILLER_28_174,sg13g2_fill_1,86.4,109.62,0.48,3.78,Physical-only cells
FILLER_28_179,sg13g2_decap_8,88.8,109.62,3.36,3.78,Physical-only cells
FILLER_28_186,sg13g2_decap_8,92.16,109.62,3.36,3.78,Physical-only cells
FILLER_28_193,sg13g2_decap_4,95.52,109.62,1.92,3.78,Physical-only cells
FILLER_28_197,sg13g2_fill_2,97.44,109.62,0.96,3.78,Physical-only cells
FILLER_28_216,sg13g2_decap_8,106.56,109.62,3.36,3.78,Physical-only cells
FILLER_28_223,sg13g2_fill_1,109.92,109.62,0.48,3.78,Physical-only cells
FILLER_28_232,sg13g2_decap_8,114.24,109.62,3.36,3.78,Physical-only cells
FILLER_28_239,sg13g2_fill_2,117.6,109.62,0.96,3.78,Physical-only cells
FILLER_28_271,sg13g2_fill_2,132.96,109.62,0.96,3.78,Physical-only cells
FILLER_28_273,sg13g2_fill_1,133.92,109.62,0.48,3.78,Physical-only cells
FILLER_28_301,sg13g2_fill_2,147.36,109.62,0.96,3.78,Physical-only cells
FILLER_28_32,sg13g2_decap_4,18.24,109.62,1.92,3.78,Physical-only cells
FILLER_28_380,sg13g2_fill_2,185.28,109.62,0.96,3.78,Physical-only cells
FILLER_28_407,sg13g2_fill_2,198.24,109.62,0.96,3.78,Physical-only cells
FILLER_28_74,sg13g2_fill_1,38.4,109.62,0.48,3.78,Physical-only cells
FILLER_29_0,sg13g2_decap_8,2.88,113.4,3.36,3.78,Physical-only cells
FILLER_29_11,sg13g2_fill_2,8.16,113.4,0.96,3.78,Physical-only cells
FILLER_29_112,sg13g2_fill_1,56.64,113.4,0.48,3.78,Physical-only cells
